listing_id,price_egp,area_value,bedrooms,bathrooms,property_type,category,furnished,completion_status,payment_method,city,district,subdistrict,lat,lon,listing_level,images_count,price_per_sqm,total_rooms,location_popularity,investment_score,log_price,is_premium_listing,data_completeness
EGY101516,3000.0,186.3,2,2,Apartment,For Rent,,Ready to Move,Installments,6th October,Palm Hills,Palm Hills Zone 1,29.973185,30.935839,Featured,22,16.1,4,0.1095,6.66,8.006700845440367,0,0.88
EGY101517,1753000.0,101.0,3,2,Apartment,For Sale,Unfurnished,Ready to Move,Cash,Alexandria,Gleem,Gleem Zone 2,31.182869,29.903518,Standard,15,17356.44,5,0.086,4.68,14.376839734353865,0,1.0
EGY101518,3473000.0,120.0,2,3,Apartment,For Sale,Furnished,Ready to Move,Cash or Installments,Sheikh Zayed,Zayed Regency,Zayed Regency Zone 2,30.078938,30.983738,Standard,21,28941.67,5,0.0955,5.36,15.060529619661672,0,1.0
EGY101519,3473000.0,144.8,4,3,Chalet,For Sale,Unfurnished,Under Construction,Installments,North Coast,Hacienda Bay,Hacienda Bay Zone 1,31.065479,28.308802,Standard,13,23984.81,7,0.047,3.53,15.060529619661672,0,1.0
EGY101520,7000.0,151.4,2,3,Penthouse,For Rent,Semi-Furnished,Under Construction,Installments,New Cairo,Rehab City,Rehab City Zone 1,29.993871,31.482692,Standard,17,46.24,5,0.195,6.62,8.853808274977197,0,1.0
EGY101521,1299000.0,40.1,0,1,Studio,For Sale,Furnished,Off Plan,Installments,North Coast,Alamein,Alamein Zone 1,31.050563,28.308184,Standard,20,32394.01,1,0.047,3.51,14.07710606547538,0,1.0
EGY101522,4000.0,139.5,2,2,Apartment,For Rent,Furnished,Ready to Move,Cash or Installments,Maadi,Maadi Degla,Maadi Degla Zone 2,29.927127,31.276671,Premium,8,28.67,4,0.073,7.46,8.294299608857235,1,1.0
EGY101523,3933000.0,82.1,3,2,Apartment,For Sale,Unfurnished,Off Plan,Installments,New Cairo,Madinaty,Madinaty Zone 1,29.971836,31.435937,Standard,5,47904.99,5,0.195,3.93,15.18491330567275,0,1.0
EGY101524,4991000.0,111.8,2,3,Apartment,For Sale,Unfurnished,Off Plan,Cash or Installments,Heliopolis,Korba,Korba Zone 3,30.087499,31.315934,Standard,21,44642.22,5,0.071,2.95,15.423147048812375,0,1.0
EGY101525,6460000.0,179.3,2,3,Chalet,For Sale,Furnished,Ready to Move,Cash,Sheikh Zayed,Allegria,Allegria Zone 1,30.018507,30.995975,Standard,8,36029.0,5,0.0955,4.69,15.681140030557534,0,1.0
EGY101526,16022000.0,280.4,6,7,Villa,For Sale,Furnished,Ready to Move,Installments,Maadi,Laselky,Laselky Zone 2,29.93858,31.240467,Standard,3,57139.8,13,0.073,3.9,16.58947339817138,0,1.0
EGY101527,4067000.0,157.5,4,4,Chalet,For Sale,Unfurnished,Ready to Move,Cash,Maadi,Maadi Degla,Maadi Degla Zone 1,29.939736,31.231305,Standard,3,25822.22,8,0.073,3.96,15.218416430770816,0,1.0
EGY101528,3010000.0,176.6,2,3,Chalet,For Sale,Unfurnished,Under Construction,Cash,Giza,Faisal,Faisal Zone 3,30.002698,31.210246,Featured,10,17044.17,5,0.082,5.02,14.917450968950916,0,1.0
EGY101529,3000.0,152.2,1,1,Apartment,For Rent,Furnished,Ready to Move,Installments,Nasr City,Al Ahly,Al Ahly Zone 1,30.066995,31.359147,Featured,22,19.71,2,0.088,7.06,8.006700845440367,0,1.0
EGY101530,2610000.0,153.9,5,6,Townhouse,For Sale,Furnished,Ready to Move,Installments,Maadi,Laselky,Laselky Zone 1,30.002887,31.308493,Standard,1,16959.06,11,0.073,4.99,14.774861162440565,0,1.0
EGY101531,5592000.0,185.0,4,4,Townhouse,For Sale,Furnished,Under Construction,Installments,6th October,Dream Land,Dream Land Zone 2,29.93491,30.954877,Standard,19,30227.03,8,0.1095,5.11,15.536847741722664,0,1.0
EGY101532,7000.0,280.5,3,7,Villa,For Rent,Unfurnished,Under Construction,Cash,Dokki,Mesaha,Mesaha Zone 3,30.006102,31.219647,Standard,5,24.96,10,0.063,4.33,8.853808274977197,0,1.0
EGY101533,7783000.0,201.2,3,4,Penthouse,For Sale,Furnished,Ready to Move,Cash,Sheikh Zayed,Zayed Regency,Zayed Regency Zone 3,30.107518,31.003917,Standard,23,38682.9,7,0.0955,5.21,15.867452554426677,0,1.0
EGY101534,8435000.0,289.9,4,4,Duplex,For Sale,Furnished,Ready to Move,Installments,Heliopolis,Cleopatra,Cleopatra Zone 3,30.099437,31.37159,Standard,18,29096.24,8,0.071,5.05,15.947900392515844,0,1.0
EGY101535,1285000.0,50.0,0,1,Studio,For Sale,Semi-Furnished,Ready to Move,Installments,New Cairo,5th Settlement,5th Settlement Zone 2,30.031039,31.458525,Featured,5,25700.0,1,0.195,6.7,14.06627005452127,0,1.0
EGY101536,8000.0,131.8,1,2,Apartment,For Rent,Semi-Furnished,Off Plan,Installments,Sheikh Zayed,Zayed Regency,Zayed Regency Zone 2,30.065785,30.958609,Standard,4,60.7,3,0.0955,4.33,8.987321812850125,0,1.0
EGY101537,4074000.0,,4,5,Chalet,For Sale,Furnished,Under Construction,Cash or Installments,Dokki,Mesaha,Mesaha Zone 1,30.069519,31.182618,Featured,17,,9,0.063,5.7,15.220136121227867,0,0.88
EGY101538,6235000.0,271.8,4,3,Duplex,For Sale,Semi-Furnished,Under Construction,Cash,Sheikh Zayed,Hyde Park,Hyde Park Zone 3,30.024082,30.96734,Premium,16,22939.66,7,0.0955,6.65,15.645689297481185,1,1.0
EGY101539,22559000.0,499.9,3,2,Villa,For Sale,Unfurnished,Ready to Move,Installments,Nasr City,Nasr City North,Nasr City North Zone 2,30.0832,31.317299,Standard,10,45127.03,5,0.088,3.68,16.931644701698765,0,1.0
EGY101540,18681000.0,436.0,4,4,Villa,For Sale,Unfurnished,Ready to Move,Cash,Dokki,Mesaha,Mesaha Zone 3,30.049306,31.206286,Standard,16,42846.33,8,0.063,3.75,16.743017576053024,0,1.0
EGY101541,3384000.0,102.8,4,4,Penthouse,For Sale,Unfurnished,Ready to Move,Cash or Installments,New Cairo,Madinaty,Madinaty Zone 2,30.022959,31.498354,Standard,24,32918.29,8,0.195,6.08,15.034569295216482,0,1.0
EGY101542,4105000.0,169.9,3,4,Apartment,For Sale,Furnished,Under Construction,Installments,Nasr City,Nasr City North,Nasr City North Zone 1,30.068678,31.329245,Standard,1,24161.27,7,0.088,4.35,15.227716544473996,0,1.0
EGY101543,7104000.0,224.2,3,3,Penthouse,For Sale,Furnished,Ready to Move,Cash or Installments,Sheikh Zayed,Beverly Hills,Beverly Hills Zone 3,30.054353,30.997422,Featured,11,31685.99,6,0.0955,5.97,15.776168704419899,0,1.0
EGY101544,3000.0,116.1,2,2,Apartment,For Rent,Furnished,Under Construction,Installments,Ain Sokhna,Mountain View Sokhna,Mountain View Sokhna Zone 2,29.6386,32.33223,Standard,14,25.84,4,0.043,4.83,8.006700845440367,0,1.0
EGY101545,7369000.0,200.1,5,5,Townhouse,For Sale,Furnished,Ready to Move,Installments,Heliopolis,Cleopatra,Cleopatra Zone 2,30.085652,31.336942,Standard,16,36826.59,10,0.071,4.83,15.81279270545275,0,1.0
EGY101546,9000.0,471.9,4,4,Villa,For Rent,Semi-Furnished,Under Construction,Installments,Giza,Faisal,Faisal Zone 3,30.018005,31.189621,Featured,23,19.07,8,0.082,6.47,9.105090961257085,0,1.0
EGY101547,6045000.0,330.0,4,3,Villa,For Sale,Furnished,Off Plan,Cash,Nasr City,Nasr City South,Nasr City South Zone 1,30.063294,31.33739,Standard,2,18318.18,7,0.088,4.11,15.614742207456988,0,1.0
EGY101548,6000.0,135.5,4,4,Apartment,For Rent,Unfurnished,Ready to Move,Cash,New Cairo,Madinaty,Madinaty Zone 2,30.046345,31.42516,Featured,19,44.28,8,0.195,7.92,8.699681400989514,0,1.0
EGY101549,13000.0,403.4,4,4,Villa,For Rent,Furnished,Under Construction,Installments,6th October,Zizinia,Zizinia Zone 3,29.948608,30.9623,Standard,19,32.23,8,0.1095,6.04,9.472781556562168,0,1.0
EGY101550,4000.0,124.2,4,5,Apartment,For Rent,Semi-Furnished,Ready to Move,Cash,North Coast,Sidi Abd El Rahman,Sidi Abd El Rahman Zone 2,31.098769,28.305884,Standard,3,32.21,9,0.047,4.8,8.294299608857235,0,1.0
EGY101551,9462000.0,299.9,4,3,Duplex,For Sale,Furnished,Ready to Move,Installments,6th October,Palm Hills,Palm Hills Zone 2,29.957475,30.925692,Standard,8,31550.52,7,0.1095,5.09,16.062794440859125,0,1.0
EGY101552,3000.0,148.0,2,3,Chalet,For Rent,Unfurnished,Under Construction,Cash,Giza,Mohandeseen,Mohandeseen Zone 2,30.095189,31.220681,Featured,16,20.27,5,0.082,5.75,8.006700845440367,0,1.0
EGY101553,8595000.0,351.7,5,4,Twin House,For Sale,Unfurnished,Ready to Move,Cash,Alexandria,Mandara,Mandara Zone 1,31.203425,29.883301,Standard,1,24438.44,9,0.086,4.14,15.966691313145793,0,1.0
EGY101554,4304000.0,177.9,4,5,Apartment,For Sale,Furnished,Ready to Move,Installments,Sheikh Zayed,Allegria,Allegria Zone 1,30.086011,30.943363,Premium,21,24193.37,9,0.0955,7.67,15.275055613165739,1,1.0
EGY101555,1963000.0,68.9,0,1,Studio,For Sale,Unfurnished,Under Construction,Installments,Sheikh Zayed,Hyde Park,Hyde Park Zone 3,30.085951,30.989434,Premium,16,28490.57,1,0.0955,5.88,14.489984982682818,1,1.0
EGY101556,3731000.0,106.6,3,4,Penthouse,For Sale,Unfurnished,Ready to Move,Installments,6th October,Dream Land,Dream Land Zone 3,29.989867,30.91992,Featured,4,35000.0,7,0.1095,5.15,15.132187120227917,0,1.0
EGY101557,23087250.0,498.5,4,4,Villa,For Sale,Furnished,Ready to Move,Cash or Installments,Heliopolis,Roxy,Roxy Zone 2,30.170439,31.342032,Premium,17,46313.44,8,0.071,6.49,16.954791118374626,1,1.0
EGY101558,3000.0,111.2,2,1,Chalet,For Rent,Unfurnished,Under Construction,Installments,Alexandria,Stanley,Stanley Zone 2,31.224618,29.88735,Standard,3,26.98,3,0.086,4.27,8.006700845440367,0,1.0
EGY101559,8000.0,451.3,4,5,Twin House,For Rent,Unfurnished,Ready to Move,Installments,Alexandria,Gleem,Gleem Zone 1,31.197416,29.874993,Standard,24,17.73,9,0.086,5.7,8.987321812850125,0,1.0
EGY101560,10000.0,366.5,4,4,Twin House,For Rent,Unfurnished,Ready to Move,Installments,Maadi,Old Maadi,Old Maadi Zone 3,29.950131,31.290176,Featured,1,27.29,8,0.073,5.69,9.210440366976517,0,1.0
EGY101561,3000.0,58.5,0,1,Studio,For Rent,Unfurnished,Ready to Move,Installments,Sheikh Zayed,Hyde Park,Hyde Park Zone 1,30.01488,30.990547,Featured,9,51.28,1,0.0955,5.97,8.006700845440367,0,1.0
EGY101562,6210000.0,275.3,5,6,Duplex,For Sale,Unfurnished,Ready to Move,Installments,Giza,Haram,Haram Zone 3,29.994185,31.284831,Standard,6,22557.21,11,0.082,4.41,15.641671614940245,0,1.0
EGY101563,3000.0,81.1,2,2,Apartment,For Rent,Furnished,Ready to Move,Installments,Sheikh Zayed,Allegria,Allegria Zone 3,30.07706,30.946883,Standard,18,36.99,4,0.0955,6.11,8.006700845440367,0,1.0
EGY101564,2062000.0,102.9,3,3,Apartment,For Sale,Unfurnished,Ready to Move,Installments,Alexandria,Smouha,Smouha Zone 2,31.225292,29.936593,Premium,20,20038.87,6,0.086,6.82,14.539187428524977,1,1.0
EGY101565,7653000.0,329.7,4,4,Townhouse,For Sale,Unfurnished,Ready to Move,Cash,Heliopolis,Korba,Korba Zone 3,30.070526,31.274026,Featured,13,23212.01,8,0.071,5.36,15.850608416459762,0,1.0
EGY101566,1730000.0,,4,4,Apartment,For Sale,Unfurnished,Under Construction,Installments,6th October,Palm Hills,Palm Hills Zone 2,29.935092,30.874273,Featured,13,,8,0.1095,5.43,14.363632544508476,0,0.88
EGY101567,4000.0,135.8,4,5,Apartment,For Rent,Unfurnished,Under Construction,Cash or Installments,New Cairo,5th Settlement,5th Settlement Zone 1,30.024498,31.490313,Premium,19,29.46,9,0.195,8.51,8.294299608857235,1,1.0
EGY101568,1960000.0,87.4,2,1,Apartment,For Sale,Unfurnished,Ready to Move,Cash or Installments,6th October,Juhayna,Juhayna Zone 2,29.997616,30.90589,Standard,18,22425.63,3,0.1095,4.86,14.488455541410652,0,1.0
EGY101569,5263000.0,256.8,4,4,Townhouse,For Sale,Unfurnished,Ready to Move,Cash or Installments,Heliopolis,Cleopatra,Cleopatra Zone 2,30.154791,31.349904,Standard,7,20494.55,8,0.071,4.24,15.476211954341599,0,1.0
EGY101570,3420000.0,132.4,2,2,Chalet,For Sale,Unfurnished,Ready to Move,Cash or Installments,6th October,Palm Hills,Palm Hills Zone 1,29.956922,30.966624,Standard,8,25830.82,4,0.1095,4.45,15.045151401436407,0,1.0
EGY101571,12000.0,301.5,5,6,Twin House,For Rent,Unfurnished,Off Plan,Cash or Installments,New Cairo,Rehab City,Rehab City Zone 1,30.016244,31.491188,Standard,8,39.8,11,0.195,5.76,9.392745258631441,0,1.0
EGY101572,5663000.0,213.0,3,3,Penthouse,For Sale,Unfurnished,Under Construction,Installments,Dokki,Batal Ahmed Square,Batal Ahmed Square Zone 2,30.053369,31.228638,Premium,7,26586.85,6,0.063,5.41,15.549464521680775,1,1.0
EGY101573,1531000.0,65.2,0,1,Studio,For Sale,Unfurnished,Ready to Move,Cash,Alexandria,Gleem,Gleem Zone 1,31.19885,29.906913,Featured,21,23481.6,1,0.086,5.54,14.241432327807471,0,1.0
EGY101574,5000.0,121.9,3,2,Apartment,For Rent,Unfurnished,Off Plan,Cash or Installments,Sheikh Zayed,Zayed Regency,Zayed Regency Zone 2,30.050244,30.944587,Standard,9,41.02,5,0.0955,4.23,8.517393171418904,0,1.0
EGY101575,7000.0,252.3,5,6,Duplex,For Rent,Unfurnished,Ready to Move,Cash,New Cairo,Madinaty,Madinaty Zone 2,30.016024,31.473345,Standard,12,27.74,11,0.195,6.8,8.853808274977197,0,1.0
EGY101576,10249000.0,254.4,3,3,Duplex,For Sale,Unfurnished,Off Plan,Cash,New Cairo,Madinaty,Madinaty Zone 1,30.013389,31.442234,Standard,11,40286.95,6,0.195,4.41,16.14269079538419,0,1.0
EGY101577,12278000.0,323.2,4,5,Villa,For Sale,Furnished,Under Construction,Installments,6th October,Dream Land,Dream Land Zone 2,29.924148,30.931605,Premium,24,37988.86,9,0.1095,7.09,16.323319682416066,1,1.0
EGY101578,4000.0,113.1,2,1,Apartment,For Rent,Semi-Furnished,Under Construction,Installments,6th October,Zizinia,Zizinia Zone 3,29.905876,30.869683,Featured,9,35.37,3,0.1095,6.14,8.294299608857235,0,1.0
EGY101579,4189000.0,225.1,3,4,Duplex,For Sale,Unfurnished,Ready to Move,Installments,Nasr City,Al Ahly,Al Ahly Zone 1,30.089923,31.341614,Premium,7,18609.51,7,0.088,6.48,15.247972838649602,1,1.0
EGY101580,7000.0,132.5,1,2,Apartment,For Rent,Unfurnished,Ready to Move,Installments,Sheikh Zayed,Zayed Regency,Zayed Regency Zone 3,30.079542,30.964518,Premium,10,52.83,3,0.0955,7.09,8.853808274977197,1,1.0
EGY101581,12789000.0,364.6,5,5,Villa,For Sale,Unfurnished,Ready to Move,Installments,Zamalek,Zamalek North,Zamalek North Zone 1,30.068192,31.204693,Standard,2,35076.8,10,0.047,3.38,16.36409606260765,0,1.0
EGY101582,10000.0,425.0,4,5,Villa,For Rent,Unfurnished,Under Construction,Cash,6th October,Juhayna,Juhayna Zone 3,29.953005,30.889714,Featured,17,23.53,9,0.1095,6.31,9.210440366976517,0,1.0
EGY101583,10174000.0,257.1,4,3,Villa,For Sale,Furnished,Ready to Move,Cash or Installments,Nasr City,Nasr City South,Nasr City South Zone 2,30.024887,31.306982,Premium,4,39572.15,7,0.088,6.42,16.1353461026546,1,1.0
EGY101584,5847000.0,218.4,2,1,Chalet,For Sale,Semi-Furnished,Ready to Move,Installments,Ain Sokhna,Stella Di Mare,Stella Di Mare Zone 2,29.590524,32.345724,Premium,12,26771.98,3,0.043,5.99,15.58143943818567,1,1.0
EGY101585,3000.0,123.5,2,2,Apartment,For Rent,Unfurnished,Ready to Move,Cash,New Cairo,Mostakbal City,Mostakbal City Zone 3,30.032491,31.482664,Standard,11,24.29,4,0.195,6.47,8.006700845440367,0,1.0
EGY101586,3000.0,,0,1,Studio,For Rent,Unfurnished,Under Construction,Installments,Dokki,Mesaha,Mesaha Zone 1,30.036934,31.167642,Standard,6,,1,0.063,3.29,8.006700845440367,0,0.88
EGY101587,23087250.0,418.6,6,6,Villa,For Sale,Furnished,Under Construction,Cash,Zamalek,Gezira,Gezira Zone 3,30.142032,31.216373,Standard,21,55153.49,12,0.047,3.75,16.954791118374626,0,1.0
EGY101588,4000.0,160.1,3,3,Chalet,For Rent,Semi-Furnished,Off Plan,Installments,Heliopolis,Almaza,Almaza Zone 1,30.043569,31.350489,Standard,24,24.98,6,0.071,4.83,8.294299608857235,0,1.0
EGY101589,5000.0,299.6,3,4,Villa,For Rent,Unfurnished,Under Construction,Installments,Dokki,Dokki Center,Dokki Center Zone 1,30.047306,31.251899,Standard,2,16.69,7,0.063,4.1,8.517393171418904,0,1.0
EGY101590,3000.0,107.2,3,2,Apartment,For Rent,Semi-Furnished,Ready to Move,Installments,Dokki,Batal Ahmed Square,Batal Ahmed Square Zone 3,30.042164,31.219654,Standard,22,27.99,5,0.063,5.51,8.006700845440367,0,1.0
EGY101591,2029000.0,46.5,0,1,Studio,For Sale,Unfurnished,Under Construction,Cash,Ain Sokhna,Stella Di Mare,Stella Di Mare Zone 1,29.603096,32.328634,Standard,4,43634.41,1,0.043,2.31,14.523054111661454,0,1.0
EGY101592,11587000.0,232.1,6,6,Villa,For Sale,Unfurnished,Under Construction,Installments,New Cairo,Mostakbal City,Mostakbal City Zone 3,30.032161,31.494637,Standard,9,49922.45,12,0.195,4.74,16.26539442428281,0,1.0
EGY101593,4000.0,148.6,1,1,Apartment,For Rent,Unfurnished,Ready to Move,Cash,New Cairo,Mostakbal City,Mostakbal City Zone 3,30.035248,31.495618,Featured,19,26.92,2,0.195,7.67,8.294299608857235,0,1.0
EGY101594,10000.0,328.6,4,4,Villa,For Rent,Unfurnished,Ready to Move,Cash,Dokki,Mesaha,Mesaha Zone 3,30.045595,31.216798,Featured,13,30.43,8,0.063,5.97,9.210440366976517,0,1.0
EGY101595,3990000.0,103.1,2,2,Apartment,For Sale,Furnished,Ready to Move,Installments,Nasr City,Nasr City South,Nasr City South Zone 2,30.088485,31.373236,Featured,10,38700.29,4,0.088,5.54,15.199302039492581,0,1.0
EGY101596,8000.0,213.4,5,6,Twin House,For Rent,Unfurnished,Ready to Move,Installments,Sheikh Zayed,Allegria,Allegria Zone 3,29.999686,30.929421,Featured,6,37.49,11,0.0955,6.28,8.987321812850125,0,1.0
EGY101597,13890000.0,171.6,4,3,Penthouse,For Sale,Semi-Furnished,Ready to Move,Cash or Installments,New Cairo,Mostakbal City,Mostakbal City Zone 1,30.017778,31.483896,Standard,23,80944.06,7,0.195,4.87,16.446679786724765,0,1.0
EGY101598,1185000.0,53.0,0,1,Studio,For Sale,Furnished,Ready to Move,Cash or Installments,New Cairo,Mostakbal City,Mostakbal City Zone 3,29.986885,31.431717,Featured,13,22358.49,1,0.195,7.43,13.98525417643287,0,1.0
EGY101599,8000.0,215.5,3,3,Penthouse,For Rent,Semi-Furnished,Ready to Move,Installments,Alexandria,Gleem,Gleem Zone 3,31.164777,29.902572,Standard,18,37.12,6,0.086,5.71,8.987321812850125,0,1.0
EGY101600,16781000.0,414.8,3,3,Villa,For Sale,Furnished,Under Construction,Cash or Installments,Sheikh Zayed,Zayed Regency,Zayed Regency Zone 1,30.020148,30.959334,Premium,12,40455.64,6,0.0955,6.28,16.6357579115745,1,1.0
EGY101601,15677000.0,336.9,4,3,Villa,For Sale,Furnished,Ready to Move,Installments,Maadi,Maadi Degla,Maadi Degla Zone 1,29.95911,31.220055,Standard,21,46533.1,7,0.073,4.6,16.56770529183838,0,1.0
EGY101602,4000.0,177.0,4,5,Chalet,For Rent,Unfurnished,Under Construction,Cash,Sheikh Zayed,Allegria,Allegria Zone 1,30.042243,30.985728,Standard,9,22.6,9,0.0955,4.85,8.294299608857235,0,1.0
EGY101603,3000.0,49.4,0,1,Studio,For Rent,Semi-Furnished,Off Plan,Cash,Maadi,Maadi Degla,Maadi Degla Zone 2,29.958756,31.250351,Standard,10,60.73,1,0.073,4.16,8.006700845440367,0,1.0
EGY101604,1705000.0,50.7,0,1,Studio,For Sale,Unfurnished,Ready to Move,Cash,New Cairo,Mostakbal City,Mostakbal City Zone 1,30.046646,31.493577,Premium,1,33629.19,1,0.195,6.96,14.349076255209846,1,1.0
EGY101605,3000.0,161.2,3,2,Apartment,For Rent,Furnished,Ready to Move,Installments,Nasr City,Nasr City South,Nasr City South Zone 3,30.076225,31.259416,Featured,23,18.61,5,0.088,7.22,8.006700845440367,0,1.0
EGY101606,3000.0,65.5,0,1,Studio,For Rent,Semi-Furnished,Ready to Move,Cash,New Cairo,Mostakbal City,Mostakbal City Zone 1,30.04656,31.487079,Featured,4,45.8,1,0.195,7.45,8.006700845440367,0,1.0
EGY101607,7223000.0,251.1,3,2,Villa,For Sale,Furnished,Off Plan,Cash or Installments,Giza,Agouza,Agouza Zone 2,29.991006,31.215923,Standard,5,28765.43,5,0.082,3.73,15.792781075479603,0,1.0
EGY101608,4644000.0,101.1,2,2,Apartment,For Sale,Unfurnished,Under Construction,Installments,Sheikh Zayed,Hyde Park,Hyde Park Zone 3,30.096152,30.956239,Standard,10,45934.72,4,0.0955,3.26,15.351086837131506,0,1.0
EGY101609,6499000.0,217.1,3,4,Duplex,For Sale,Semi-Furnished,Under Construction,Installments,Nasr City,Nasr City South,Nasr City South Zone 1,30.078398,31.349575,Standard,7,29935.51,7,0.088,4.03,15.687159030746301,0,1.0
EGY101610,984000.0,53.1,0,1,Studio,For Sale,Furnished,Ready to Move,Installments,Alexandria,Mandara,Mandara Zone 3,31.186606,29.889243,Premium,5,18531.07,1,0.086,6.83,13.799382192294036,1,1.0
EGY101611,5000.0,202.5,3,3,Twin House,For Rent,Unfurnished,Under Construction,Cash,6th October,Palm Hills,Palm Hills Zone 1,29.946389,30.945852,Featured,24,24.69,6,0.1095,6.43,8.517393171418904,0,1.0
EGY101612,4000.0,127.1,2,3,Apartment,For Rent,Furnished,Ready to Move,Installments,Nasr City,Ard El Golf,Ard El Golf Zone 1,30.033754,31.300757,Standard,6,31.47,5,0.088,5.63,8.294299608857235,0,1.0
EGY101613,3000.0,85.1,3,2,Apartment,For Rent,Furnished,Under Construction,Installments,Maadi,Old Maadi,Old Maadi Zone 1,29.984206,31.293824,Standard,7,35.25,5,0.073,5.02,8.006700845440367,0,1.0
EGY101614,10247000.0,307.6,3,2,Duplex,For Sale,Furnished,Ready to Move,Cash,Maadi,Laselky,Laselky Zone 1,29.968413,31.277506,Featured,5,33312.74,5,0.073,5.37,16.14249563537139,0,1.0
EGY101615,3820000.0,139.6,3,3,Apartment,For Sale,Furnished,Ready to Move,Cash,6th October,Dream Land,Dream Land Zone 3,30.012417,30.946672,Standard,9,27363.9,6,0.1095,5.22,15.155761242362829,0,1.0
EGY101616,2650000.0,117.2,1,1,Apartment,For Sale,Unfurnished,Under Construction,Cash or Installments,Ain Sokhna,Mountain View Sokhna,Mountain View Sokhna Zone 3,29.655889,32.327721,Premium,17,22610.92,2,0.043,5.45,14.790070575320824,1,1.0
EGY101617,4972000.0,175.0,4,4,Apartment,For Sale,Furnished,Under Construction,Cash,6th October,Zizinia,Zizinia Zone 2,29.934698,30.931002,Standard,5,28411.43,8,0.1095,4.68,15.419332932739026,0,1.0
EGY101618,4381000.0,149.9,4,4,Apartment,For Sale,Unfurnished,Under Construction,Installments,Nasr City,Nasr City South,Nasr City South Zone 3,30.082281,31.349234,Featured,16,29226.15,8,0.088,5.05,15.292787795054398,0,1.0
EGY101619,6280000.0,266.4,5,6,Duplex,For Sale,Semi-Furnished,Under Construction,Installments,Dokki,Batal Ahmed Square,Batal Ahmed Square Zone 3,30.031368,31.240363,Premium,4,23573.57,11,0.063,5.96,15.652880697680038,1,1.0
EGY101620,3129000.0,164.1,4,4,Apartment,For Sale,Semi-Furnished,Ready to Move,Installments,Heliopolis,Cleopatra,Cleopatra Zone 1,30.107286,31.342759,Featured,24,19067.64,8,0.071,6.22,14.956224342241892,0,1.0
EGY101621,3723000.0,132.1,4,4,Apartment,For Sale,Furnished,Off Plan,Installments,New Cairo,Rehab City,Rehab City Zone 2,30.017393,31.505577,Featured,18,28183.19,8,0.195,6.81,15.130040621455409,0,1.0
EGY101622,6753000.0,229.1,2,2,Penthouse,For Sale,Semi-Furnished,Under Construction,Installments,Nasr City,Nasr City South,Nasr City South Zone 1,30.096514,31.284334,Featured,24,29476.21,4,0.088,5.51,15.725497556639302,0,1.0
EGY101623,3828000.0,162.9,3,4,Villa,For Sale,Semi-Furnished,Off Plan,Installments,North Coast,Hacienda Bay,Hacienda Bay Zone 2,31.006569,28.25771,Premium,10,23499.08,7,0.047,5.34,15.157853292787967,1,1.0
EGY101624,14985000.0,334.4,5,6,Twin House,For Sale,Unfurnished,Under Construction,Installments,New Cairo,5th Settlement,5th Settlement Zone 3,30.031287,31.458859,Featured,6,44811.6,11,0.195,5.76,16.522560325466298,0,1.0
EGY101625,3000.0,101.8,3,4,Townhouse,For Rent,Semi-Furnished,Ready to Move,Installments,Dokki,Dokki Center,Dokki Center Zone 3,29.991695,31.248851,Featured,1,29.47,7,0.063,5.86,8.006700845440367,0,1.0
EGY101626,4000.0,136.1,4,5,Apartment,For Rent,Furnished,Ready to Move,Cash,Sheikh Zayed,Allegria,Allegria Zone 2,30.010299,30.976584,Standard,20,29.39,9,0.0955,6.38,8.294299608857235,0,1.0
EGY101627,3000.0,53.1,0,1,Studio,For Rent,Unfurnished,Ready to Move,Installments,Nasr City,Ard El Golf,Ard El Golf Zone 1,30.085789,31.31073,Standard,20,56.5,1,0.088,5.25,8.006700845440367,0,1.0
EGY101628,3000.0,60.5,0,1,Studio,For Rent,Unfurnished,Ready to Move,Installments,New Cairo,5th Settlement,5th Settlement Zone 3,29.972713,31.44629,Standard,4,49.59,1,0.195,6.1,8.006700845440367,0,1.0
EGY101629,5000.0,178.2,2,2,Penthouse,For Rent,Unfurnished,Ready to Move,Installments,Heliopolis,Korba,Korba Zone 2,30.121025,31.331109,Standard,6,28.06,4,0.071,4.67,8.517393171418904,0,1.0
EGY101630,2262000.0,90.2,2,3,Apartment,For Sale,Semi-Furnished,Ready to Move,Cash,Giza,Haram,Haram Zone 1,30.118085,31.211248,Featured,13,25077.61,5,0.082,5.67,14.631760377744754,0,1.0
EGY101631,15000.0,239.8,2,2,Penthouse,For Rent,Furnished,Off Plan,Cash,Maadi,Old Maadi,Old Maadi Zone 1,29.952472,31.301938,Premium,7,62.55,4,0.073,6.53,9.61587214452889,1,1.0
EGY101632,4000.0,151.5,4,5,Apartment,For Rent,Semi-Furnished,Ready to Move,Cash or Installments,6th October,Zizinia,Zizinia Zone 1,29.919515,30.970848,Premium,14,26.4,9,0.1095,8.01,8.294299608857235,1,1.0
EGY101633,3305000.0,101.7,4,5,Chalet,For Sale,Furnished,Under Construction,Installments,Giza,Haram,Haram Zone 3,29.970416,31.215958,Premium,21,32497.54,9,0.082,6.79,15.010947333839738,1,1.0
